#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
10.0,10,240.245987
10.0,10,240.274988
9.0,9,240.298987
8.0,8,240.320989
9.0,9,240.346987
9.0,9,240.371987
10.0,10,240.397987
10.0,10,240.425987
9.0,9,240.450989
9.0,9,240.476986
9.0,9,240.502987
10.0,10,240.529987
10.0,10,240.556986
10.0,10,240.582987
9.0,9,240.607988
8.0,8,240.630989
8.0,8,240.652987
8.0,8,240.675987
9.0,9,240.70199
9.0,9,240.728987
10.0,10,240.756986
10.0,10,240.783987
10.0,10,240.809987
9.0,9,240.834986
9.0,9,240.860989
9.0,9,240.886986
10.0,10,240.926988
9.0,9,240.955988
10.0,10,240.981987
9.0,9,241.006986
9.0,9,241.030987
10.0,10,241.056986
9.0,9,241.080988
9.0,9,241.104986
10.0,10,241.132987
8.0,8,241.154986
9.0,9,241.178987
9.0,9,241.202986
11.0,11,241.231987
10.0,10,241.259988
9.0,9,241.284987
10.0,10,241.312991
10.0,10,241.341987
8.0,8,241.363987
9.0,9,241.389987
9.0,9,241.414986
10.0,10,241.441987
10.0,10,241.468987
10.0,10,241.521988
10.0,10,241.551987
8.0,8,241.574988
11.0,11,241.604986
10.0,10,241.631988
9.0,9,241.655987
10.0,10,241.682987
10.0,10,241.709987
9.0,9,241.734987
8.0,8,241.756986
10.0,10,241.786988
8.0,8,241.809987
10.0,10,241.836987
10.0,10,241.864987
9.0,9,241.888987
9.0,9,241.912987
9.0,9,241.936987
9.0,9,241.961987
10.0,10,241.989987
10.0,10,242.016986
10.0,10,242.045987
9.0,9,242.071987
10.0,10,242.097986
10.0,10,242.124987
8.0,8,242.146988
9.0,9,242.170989
8.0,8,242.192986
10.0,10,242.220989
8.0,8,242.244987
9.0,9,242.268987
10.0,10,242.296986
8.0,8,242.318987
10.0,10,242.345987
9.0,9,242.370989
10.0,10,242.396986
9.0,9,242.421988
9.0,9,242.446986
10.0,10,242.475987
10.0,10,242.502987
10.0,10,242.529987
10.0,10,242.556986
8.0,8,242.578986
10.0,10,242.605988
11.0,11,242.634987
9.0,9,242.659987
9.0,9,242.683987
8.0,8,242.707987
10.0,10,242.734988
10.0,10,242.761987
10.0,10,242.788987
10.0,10,242.814986
9.0,9,242.839987
10.0,10,242.867987
10.0,10,242.895987
10.0,10,242.923988
10.0,10,242.949987
8.0,8,242.971987
10.0,10,242.998986
9.0,9,243.023987
9.0,9,243.048987
10.0,10,243.075988
9.0,9,243.101987
9.0,9,243.126986
9.0,9,243.152987
9.0,9,243.176988
9.0,9,243.200988
9.0,9,243.225987
10.0,10,243.251987
9.0,9,243.275988
9.0,9,243.300988
8.0,8,243.323987
9.0,9,243.348987
9.0,9,243.374987
9.0,9,243.398988
9.0,9,243.423987
9.0,9,243.447987
8.0,8,243.469987
9.0,9,243.493987
9.0,9,243.516986
11.0,11,243.546987
10.0,10,243.575987
9.0,9,243.601987
8.0,8,243.623986
9.0,9,243.648986
9.0,9,243.672987
8.0,8,243.694987
10.0,10,243.721987
11.0,11,243.751987
10.0,10,243.779988
10.0,10,243.806987
9.0,9,243.831988
9.0,9,243.856987
10.0,10,243.883987
10.0,10,243.910988
8.0,8,243.931987
9.0,9,243.955986
9.0,9,243.980989
10.0,10,244.008987
10.0,10,244.034988
8.0,8,244.057987
8.0,8,244.079987
9.0,9,244.104987
9.0,9,244.128987
9.0,9,244.152987
10.0,10,244.179986
8.0,8,244.201988
9.0,9,244.227987
8.0,8,244.249987
9.0,9,244.299987
10.0,10,244.327987
9.0,9,244.351988
9.0,9,244.375987
9.0,9,244.399987
8.0,8,244.422987
9.0,9,244.447988
10.0,10,244.475987
10.0,10,244.505987
8.0,8,244.527987
10.0,10,244.554987
10.0,10,244.581987
9.0,9,244.606987
9.0,9,244.632987
10.0,10,244.660988
9.0,9,244.686988
10.0,10,244.715987
9.0,9,244.740988
10.0,10,244.768987
11.0,11,244.798987
9.0,9,244.823987
10.0,10,244.850989
9.0,9,244.876987
9.0,9,244.902987
9.0,9,244.928987
9.0,9,244.951987
8.0,8,244.973987
10.0,10,244.999986
9.0,9,245.024987
9.0,9,245.048988
10.0,10,245.074986
10.0,10,245.102987
10.0,10,245.130989
9.0,9,245.156988
10.0,10,245.183987
10.0,10,245.210989
10.0,10,245.237988
10.0,10,245.264987
8.0,8,245.286988
11.0,11,245.315987
10.0,10,245.344987
10.0,10,245.371987
9.0,9,245.396988
9.0,9,245.421987
10.0,10,245.448987
11.0,11,245.477987
10.0,10,245.503987
10.0,10,245.532986
9.0,9,245.561987
9.0,9,245.586988
10.0,10,245.613987
9.0,9,245.637987
10.0,10,245.664989
10.0,10,245.691987
10.0,10,245.718986
9.0,9,245.743988
10.0,10,245.772992
8.0,8,245.797987
8.0,8,245.821987
10.0,10,245.847986
10.0,10,245.874987
10.0,10,245.900989
8.0,8,245.921987
10.0,10,245.948987
10.0,10,245.976987
10.0,10,246.003987
10.0,10,246.031988
9.0,9,246.057988
8.0,8,246.079987
11.0,11,246.108988
9.0,9,246.133987
10.0,10,246.161987
8.0,8,246.183987
9.0,9,246.209987
10.0,10,246.237986
10.0,10,246.264988
10.0,10,246.290989
10.0,10,246.317986
9.0,9,246.342987
10.0,10,246.370989
10.0,10,246.398987
10.0,10,246.426988
8.0,8,246.448987
9.0,9,246.473989
9.0,9,246.497987
9.0,9,246.522987
9.0,9,246.546986
9.0,9,246.570988
9.0,9,246.595987
9.0,9,246.621987
8.0,8,246.643987
10.0,10,246.670988
10.0,10,246.696989
9.0,9,246.721987
9.0,9,246.746986
10.0,10,246.772986
9.0,9,246.797987
10.0,10,246.825988
10.0,10,246.854988
8.0,8,246.876987
10.0,10,246.903987
10.0,10,246.930989
10.0,10,246.957987
9.0,9,246.982988
8.0,8,247.003987
11.0,11,247.033987
9.0,9,247.083987
10.0,10,247.110989
10.0,10,247.137986
8.0,8,247.159987
8.0,8,247.180989
9.0,9,247.205987
9.0,9,247.229987
10.0,10,247.257987
10.0,10,247.285987
9.0,9,247.310988
10.0,10,247.339987
9.0,9,247.364986
10.0,10,247.392988
9.0,9,247.416987
9.0,9,247.441988
10.0,10,247.468987
9.0,9,247.496987
9.0,9,247.523987
10.0,10,247.549987
10.0,10,247.576987
9.0,9,247.601987
10.0,10,247.627987
10.0,10,247.654986
10.0,10,247.682986
8.0,8,247.704987
11.0,11,247.735987
10.0,10,247.762987
10.0,10,247.791987
9.0,9,247.814986
9.0,9,247.838986
8.0,8,247.86099
9.0,9,247.885987
10.0,10,247.914987
9.0,9,247.941988
10.0,10,247.969987
10.0,10,247.998988
11.0,11,248.028988
9.0,9,248.054986
9.0,9,248.078989
9.0,9,248.103987
10.0,10,248.131988
9.0,9,248.157988
9.0,9,248.184986
10.0,10,248.211988
9.0,9,248.235986
10.0,10,248.262987
10.0,10,248.289987
9.0,9,248.314988
10.0,10,248.343987
8.0,8,248.366987
10.0,10,248.394987
8.0,8,248.416987
9.0,9,248.441989
9.0,9,248.465986
9.0,9,248.489987
8.0,8,248.510989
9.0,9,248.534987
10.0,10,248.564987
9.0,9,248.595987
10.0,10,248.622987
8.0,8,248.644987
10.0,10,248.670987
9.0,9,248.695987
10.0,10,248.720989
8.0,8,248.742986
9.0,9,248.766987
10.0,10,248.793987
8.0,8,248.817987
10.0,10,248.844987
8.0,8,248.867989
9.0,9,248.890989
9.0,9,248.914987
10.0,10,248.941987
9.0,9,248.965987
8.0,8,248.987987
10.0,10,249.016987
9.0,9,249.041987
9.0,9,249.067987
9.0,9,249.092987
9.0,9,249.116987
10.0,10,249.143987
9.0,9,249.166987
9.0,9,249.191987
10.0,10,249.221988
8.0,8,249.247987
9.0,9,249.273987
9.0,9,249.298987
10.0,10,249.325986
10.0,10,249.351986
8.0,8,249.372987
9.0,9,249.396987
10.0,10,249.422989
10.0,10,249.450987
10.0,10,249.478986
8.0,8,249.500988
9.0,9,249.525986
9.0,9,249.549989
9.0,9,249.573986
9.0,9,249.596987
9.0,9,249.620988
11.0,11,249.650987
10.0,10,249.677987
9.0,9,249.701987
8.0,8,249.723986
10.0,10,249.751987
11.0,11,249.780989
8.0,8,249.801988
9.0,9,249.850989
9.0,9,249.873987
8.0,8,249.895987
8.0,8,249.917986
9.0,9,249.941987
9.0,9,249.967987
9.0,9,249.990987
10.0,10,250.017986
9.0,9,250.041987
9.0,9,250.064987
9.0,9,250.088989
8.0,8,250.110988
9.0,9,250.134987
10.0,10,250.161988
9.0,9,250.185986
8.0,8,250.207987
9.0,9,250.231988
9.0,9,250.254987
9.0,9,250.278986
10.0,10,250.304987
9.0,9,250.330989
10.0,10,250.357987
8.0,8,250.380987
9.0,9,250.405987
10.0,10,250.433987
8.0,8,250.456988
10.0,10,250.483987
10.0,10,250.509987
9.0,9,250.534989
10.0,10,250.560989
10.0,10,250.589987
9.0,9,250.613988
9.0,9,250.638986
9.0,9,250.663987
8.0,8,250.684987
9.0,9,250.709987
10.0,10,250.735987
8.0,8,250.757986
10.0,10,250.786988
10.0,10,250.814987
9.0,9,250.841987
8.0,8,250.864988
10.0,10,250.891987
9.0,9,250.914987
9.0,9,250.938986
9.0,9,250.963987
10.0,10,250.999987
10.0,10,251.028986
9.0,9,251.052986
10.0,10,251.079986
10.0,10,251.107987
10.0,10,251.133988
9.0,9,251.157987
11.0,11,251.187987
10.0,10,251.214987
9.0,9,251.239987
10.0,10,251.267987
9.0,9,251.291987
8.0,8,251.314986
10.0,10,251.341987
8.0,8,251.364986
9.0,9,251.388988
10.0,10,251.418986
9.0,9,251.443987
10.0,10,251.472986
8.0,8,251.496987
10.0,10,251.524987
9.0,9,251.550989
10.0,10,251.576988
10.0,10,251.605987
9.0,9,251.630987
10.0,10,251.657987
8.0,8,251.680989
10.0,10,251.708987
9.0,9,251.734988
8.0,8,251.756989
8.0,8,251.779986
10.0,10,251.805986
9.0,9,251.830989
10.0,10,251.857987
9.0,9,251.883989
10.0,10,251.911988
10.0,10,251.938986
9.0,9,251.963987
9.0,9,251.988986
9.0,9,252.013987
9.0,9,252.037988
10.0,10,252.065987
8.0,8,252.087987
10.0,10,252.114987
9.0,9,252.140989
9.0,9,252.165986
9.0,9,252.191987
9.0,9,252.216987
10.0,10,252.243989
9.0,9,252.268986
10.0,10,252.295986
11.0,11,252.324987
10.0,10,252.352986
10.0,10,252.380989
10.0,10,252.409987
9.0,9,252.434987
9.0,9,252.458986
9.0,9,252.481987
10.0,10,252.508987
9.0,9,252.532987
9.0,9,252.555986
9.0,9,252.579987
9.0,9,252.628986
8.0,8,252.650987
10.0,10,252.678987
10.0,10,252.704986
10.0,10,252.731987
9.0,9,252.754986
9.0,9,252.778986
9.0,9,252.802987
10.0,10,252.829988
10.0,10,252.856987
10.0,10,252.883987
9.0,9,252.907988
10.0,10,252.935987
10.0,10,252.961988
10.0,10,252.987987
10.0,10,253.014987
8.0,8,253.035987
10.0,10,253.063987
10.0,10,253.089987
9.0,9,253.113988
9.0,9,253.137987
9.0,9,253.161989
10.0,10,253.188987
9.0,9,253.212987
9.0,9,253.236987
10.0,10,253.264987
9.0,9,253.288987
10.0,10,253.315987
10.0,10,253.341988
10.0,10,253.368986
10.0,10,253.394986
9.0,9,253.419987
8.0,8,253.441988
9.0,9,253.464987
10.0,10,253.491987
8.0,8,253.513986
11.0,11,253.544987
10.0,10,253.571987
10.0,10,253.597986
10.0,10,253.624986
9.0,9,253.648987
10.0,10,253.674987
10.0,10,253.701987
9.0,9,253.725986
8.0,8,253.746986
10.0,10,253.772986
9.0,9,253.796988
9.0,9,253.821987
9.0,9,253.845986
10.0,10,253.871988
9.0,9,253.895988
9.0,9,253.918986
9.0,9,253.943987
8.0,8,253.966986
9.0,9,253.991987
9.0,9,254.016987
8.0,8,254.037986
9.0,9,254.061987
10.0,10,254.087986
10.0,10,254.113988
10.0,10,254.140989
8.0,8,254.163989
10.0,10,254.190987
9.0,9,254.215987
11.0,11,254.244987
9.0,9,254.268987
9.0,9,254.292987
9.0,9,254.316986
9.0,9,254.340989
9.0,9,254.365987
10.0,10,254.392987
9.0,9,254.417987
10.0,10,254.445988
9.0,9,254.469986
8.0,8,254.490987
10.0,10,254.517987
9.0,9,254.542987
9.0,9,254.568986
8.0,8,254.590987
9.0,9,254.614987
10.0,10,254.642987
9.0,9,254.667986
8.0,8,254.689987
9.0,9,254.714987
10.0,10,254.741987
10.0,10,254.768986
9.0,9,254.793988
9.0,9,254.819987
9.0,9,254.843987
9.0,9,254.867986
9.0,9,254.890989
9.0,9,254.914987
10.0,10,254.941987
8.0,8,254.962986
9.0,9,254.986987
10.0,10,255.013987
9.0,9,255.036988
8.0,8,255.059987
10.0,10,255.086986
9.0,9,255.110989
8.0,8,255.132987
9.0,9,255.156986
9.0,9,255.180989
10.0,10,255.206986
9.0,9,255.231987
9.0,9,255.256986
10.0,10,255.283987
9.0,9,255.308986
10.0,10,255.358987
9.0,9,255.382987
9.0,9,255.405987
9.0,9,255.430989
8.0,8,255.452986
9.0,9,255.476989
9.0,9,255.500989
9.0,9,255.524987
9.0,9,255.547987
8.0,8,255.569987
10.0,10,255.595987
10.0,10,255.621988
9.0,9,255.645987
8.0,8,255.667987
10.0,10,255.695989
10.0,10,255.721987
9.0,9,255.745987
10.0,10,255.771987
10.0,10,255.798987
9.0,9,255.822987
9.0,9,255.846987
10.0,10,255.873987
8.0,8,255.896987
9.0,9,255.924987
9.0,9,255.950989
8.0,8,255.973987
9.0,9,255.998986
10.0,10,256.025987
9.0,9,256.050987
10.0,10,256.081987
10.0,10,256.109987
10.0,10,256.136986
8.0,8,256.160989
9.0,9,256.185987
10.0,10,256.214986
9.0,9,256.238987
9.0,9,256.262986
10.0,10,256.289987
10.0,10,256.316987
10.0,10,256.343987
10.0,10,256.371987
10.0,10,256.402987
10.0,10,256.430987
9.0,9,256.454986
10.0,10,256.481987
9.0,9,256.505987
10.0,10,256.531988
10.0,10,256.558987
9.0,9,256.582987
10.0,10,256.610987
8.0,8,256.631987
9.0,9,256.655987
9.0,9,256.679987
9.0,9,256.704987
9.0,9,256.728987
9.0,9,256.752989
9.0,9,256.775988
9.0,9,256.800989
8.0,8,256.823988
10.0,10,256.852986
11.0,11,256.881987
10.0,10,256.911989
10.0,10,256.938987
8.0,8,256.959986
9.0,9,256.984987
9.0,9,257.009987
9.0,9,257.033987
9.0,9,257.058988
10.0,10,257.085989
10.0,10,257.113987
9.0,9,257.137986
9.0,9,257.160989
10.0,10,257.186988
11.0,11,257.215987
10.0,10,257.243987
9.0,9,257.268987
9.0,9,257.292986
10.0,10,257.320989
8.0,8,257.342986
9.0,9,257.366986
10.0,10,257.393986
10.0,10,257.419987
8.0,8,257.441988
9.0,9,257.465987
9.0,9,257.490989
9.0,9,257.515986
8.0,8,257.537987
10.0,10,257.564987
8.0,8,257.586986
9.0,9,257.611987
9.0,9,257.634987
9.0,9,257.658987
8.0,8,257.679987
10.0,10,257.707987
9.0,9,257.733987
9.0,9,257.757987
9.0,9,257.780989
10.0,10,257.807986
10.0,10,257.834987
10.0,10,257.861989
9.0,9,257.886987
8.0,8,257.908986
9.0,9,257.934987
9.0,9,257.958986
9.0,9,257.984987
10.0,10,258.01199
9.0,9,258.036987
8.0,8,258.057988
10.0,10,258.108987
8.0,8,258.131991
10.0,10,258.158986
10.0,10,258.186989
9.0,9,258.210988
10.0,10,258.238987
10.0,10,258.265987
9.0,9,258.288986
10.0,10,258.314987
10.0,10,258.342987
10.0,10,258.369987
9.0,9,258.393987
9.0,9,258.418986
9.0,9,258.442986
8.0,8,258.464986
9.0,9,258.487987
10.0,10,258.514986
9.0,9,258.539987
10.0,10,258.566987
10.0,10,258.593987
9.0,9,258.617987
9.0,9,258.643987
10.0,10,258.670988
10.0,10,258.696987
8.0,8,258.717987
9.0,9,258.741987
10.0,10,258.768987
8.0,8,258.790988
10.0,10,258.816986
9.0,9,258.841987
10.0,10,258.869986
10.0,10,258.896987
9.0,9,258.921987
10.0,10,258.947987
9.0,9,258.971986
9.0,9,258.995987
9.0,9,259.020988
8.0,8,259.042987
9.0,9,259.066987
9.0,9,259.091987
9.0,9,259.115986
10.0,10,259.143987
9.0,9,259.167986
9.0,9,259.190987
9.0,9,259.213987
10.0,10,259.239986
10.0,10,259.267987
8.0,8,259.289987
9.0,9,259.313986
10.0,10,259.340987
10.0,10,259.368987
8.0,8,259.389987
9.0,9,259.413987
9.0,9,259.437987
9.0,9,259.462987
10.0,10,259.491988
10.0,10,259.520987
9.0,9,259.545989
10.0,10,259.572987
8.0,8,259.594987
9.0,9,259.618987
8.0,8,259.640989
10.0,10,259.668987
10.0,10,259.695987
8.0,8,259.717988
9.0,9,259.743989
9.0,9,259.769986
10.0,10,259.796987
8.0,8,259.818989
8.0,8,259.839987
10.0,10,259.867986
8.0,8,259.889987
10.0,10,259.915987
9.0,9,259.940989
9.0,9,259.965987
10.0,10,259.994987
9.0,9,260.020989
9.0,9,260.044987
9.0,9,260.068987
10.0,10,260.095987
8.0,8,260.118988
8.0,8,260.140988
10.0,10,260.168988
10.0,10,260.195987
11.0,11,260.225986
10.0,10,260.252987
9.0,9,260.277988
10.0,10,260.304987
11.0,11,260.333987
8.0,8,260.355987
10.0,10,260.384987
10.0,10,260.414989
9.0,9,260.439986
8.0,8,260.461988
9.0,9,260.485987
10.0,10,260.512986
8.0,8,260.534986
10.0,10,260.561986
10.0,10,260.588987
9.0,9,260.614987
8.0,8,260.636986
10.0,10,260.664986
9.0,9,260.688987
9.0,9,260.712987
9.0,9,260.736987
9.0,9,260.761987
9.0,9,260.787987
8.0,8,260.809987
9.0,9,260.857987
9.0,9,260.881988
8.0,8,260.903988
9.0,9,260.927986
8.0,8,260.950989
8.0,8,260.973987
9.0,9,260.999986
9.0,9,261.027989
9.0,9,261.062987
9.0,9,261.087987
9.0,9,261.111986
9.0,9,261.136987
10.0,10,261.164989
10.0,10,261.193987
9.0,9,261.219987
11.0,11,261.249987
9.0,9,261.275989
10.0,10,261.302987
9.0,9,261.328991
9.0,9,261.353988
10.0,10,261.380989
10.0,10,261.408986
10.0,10,261.436987
9.0,9,261.462987
8.0,8,261.485987
9.0,9,261.509987
9.0,9,261.534988
9.0,9,261.557986
8.0,8,261.580989
9.0,9,261.604987
10.0,10,261.631988
8.0,8,261.653987
10.0,10,261.681987
10.0,10,261.709986
9.0,9,261.733987
10.0,10,261.760988
9.0,9,261.785989
10.0,10,261.811987
9.0,9,261.836987
9.0,9,261.862987
9.0,9,261.887987
9.0,9,261.912987
8.0,8,261.933987
10.0,10,261.962987
9.0,9,261.985987
10.0,10,262.012986
10.0,10,262.039987
9.0,9,262.062986
9.0,9,262.088986
10.0,10,262.116988
10.0,10,262.144987
10.0,10,262.172987
9.0,9,262.196987
9.0,9,262.221987
9.0,9,262.245987
9.0,9,262.269986
9.0,9,262.293986
9.0,9,262.318987
10.0,10,262.348986
10.0,10,262.375987
8.0,8,262.398988
8.0,8,262.420989
10.0,10,262.447988
8.0,8,262.470987
10.0,10,262.498988
9.0,9,262.523989
10.0,10,262.552987
9.0,9,262.578988
10.0,10,262.607988
9.0,9,262.633987
9.0,9,262.657986
10.0,10,262.683986
10.0,10,262.710987
10.0,10,262.738988
10.0,10,262.765987
9.0,9,262.790989
10.0,10,262.819988
9.0,9,262.845988
9.0,9,262.871987
10.0,10,262.898987
10.0,10,262.926987
9.0,9,262.951987
9.0,9,262.977987
10.0,10,263.005986
10.0,10,263.032987
9.0,9,263.056986
9.0,9,263.080989
9.0,9,263.104987
9.0,9,263.130988
10.0,10,263.156987
9.0,9,263.18099
9.0,9,263.204987
10.0,10,263.231987
10.0,10,263.259987
9.0,9,263.284987
10.0,10,263.312988
11.0,11,263.345987
10.0,10,263.373987
10.0,10,263.401988
8.0,8,263.424989
10.0,10,263.452988
10.0,10,263.481987
8.0,8,263.504987
9.0,9,263.529987
9.0,9,263.553986
10.0,10,263.580989
11.0,11,263.609987
10.0,10,263.660989
10.0,10,263.689987
9.0,9,263.714987
11.0,11,263.745987
8.0,8,263.768987
10.0,10,263.795988
11.0,11,263.824986
8.0,8,263.846986
9.0,9,263.871987
10.0,10,263.897989
9.0,9,263.925986
9.0,9,263.952987
9.0,9,263.978988
10.0,10,264.008987
10.0,10,264.035989
8.0,8,264.058987
10.0,10,264.086987
9.0,9,264.112988
9.0,9,264.139986
10.0,10,264.168986
9.0,9,264.194988
9.0,9,264.222988
8.0,8,264.244987
9.0,9,264.269987
10.0,10,264.296986
10.0,10,264.324987
10.0,10,264.353988
10.0,10,264.381989
10.0,10,264.41099
9.0,9,264.435986
9.0,9,264.461988
9.0,9,264.486987
10.0,10,264.514987
9.0,9,264.538988
10.0,10,264.567989
9.0,9,264.594988
10.0,10,264.627989
8.0,8,264.652988
9.0,9,264.680988
9.0,9,264.706986
10.0,10,264.735986
9.0,9,264.761989
10.0,10,264.791987
9.0,9,264.817987
8.0,8,264.841989
8.0,8,264.865986
8.0,8,264.889987
10.0,10,264.917987
9.0,9,264.942987
10.0,10,264.970989
10.0,10,264.998988
9.0,9,265.025988
9.0,9,265.051987
9.0,9,265.077987
10.0,10,265.104987
9.0,9,265.129987
9.0,9,265.154987
9.0,9,265.179987
10.0,10,265.208988
10.0,10,265.236987
11.0,11,265.268988
10.0,10,265.296987
10.0,10,265.326988
9.0,9,265.352986
9.0,9,265.377987
10.0,10,265.405988
10.0,10,265.43599
9.0,9,265.470987
10.0,10,265.500989
10.0,10,265.541986
10.0,10,265.581989
9.0,9,265.613987
9.0,9,265.642986
10.0,10,265.677989
8.0,8,265.704988
9.0,9,265.732987
11.0,11,265.765986
10.0,10,265.794986
9.0,9,265.818987
9.0,9,265.842987
10.0,10,265.869988
8.0,8,265.891987
10.0,10,265.919987
10.0,10,265.949987
10.0,10,265.977986
10.0,10,266.005987
10.0,10,266.033987
10.0,10,266.06399
10.0,10,266.092988
8.0,8,266.116988
10.0,10,266.146988
9.0,9,266.174988
10.0,10,266.204988
9.0,9,266.229987
10.0,10,266.257987
10.0,10,266.283988
9.0,9,266.308986
