#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
10.0,10,133.314356
10.0,10,133.343355
9.0,9,133.367357
9.0,9,133.396356
10.0,10,133.434356
10.0,10,133.463355
10.0,10,133.495355
8.0,8,133.520356
9.0,9,133.547357
9.0,9,133.574355
10.0,10,133.603355
10.0,10,133.632355
9.0,9,133.658355
9.0,9,133.684355
9.0,9,133.709355
9.0,9,133.748355
9.0,9,133.779355
9.0,9,133.810356
9.0,9,133.839355
10.0,10,133.871356
10.0,10,133.901355
10.0,10,133.930354
10.0,10,133.957355
10.0,10,133.985355
10.0,10,134.013355
8.0,8,134.035355
10.0,10,134.065355
10.0,10,134.092355
9.0,9,134.117357
8.0,8,134.138355
9.0,9,134.162355
8.0,8,134.184355
9.0,9,134.209355
8.0,8,134.231356
9.0,9,134.257355
8.0,8,134.280355
10.0,10,134.308355
9.0,9,134.334355
9.0,9,134.38441
8.0,8,134.407356
9.0,9,134.431355
9.0,9,134.459355
9.0,9,134.487356
10.0,10,134.516356
10.0,10,134.548356
10.0,10,134.579355
9.0,9,134.607356
9.0,9,134.632356
8.0,8,134.655355
8.0,8,134.679356
10.0,10,134.715355
10.0,10,134.748355
8.0,8,134.773355
9.0,9,134.800357
8.0,8,134.824355
9.0,9,134.850355
9.0,9,134.877355
9.0,9,134.904356
10.0,10,134.941356
9.0,9,134.970355
9.0,9,134.999534
10.0,10,135.034357
10.0,10,135.066355
11.0,11,135.099355
8.0,8,135.124356
9.0,9,135.151356
10.0,10,135.181356
9.0,9,135.206355
10.0,10,135.234358
10.0,10,135.262355
8.0,8,135.285357
9.0,9,135.310355
11.0,11,135.341355
10.0,10,135.369355
10.0,10,135.420356
10.0,10,135.450355
9.0,9,135.477355
10.0,10,135.530355
10.0,10,135.562355
10.0,10,135.597357
10.0,10,135.630356
9.0,9,135.658355
8.0,8,135.681356
8.0,8,135.704355
9.0,9,135.729356
9.0,9,135.754355
8.0,8,135.777357
9.0,9,135.802356
9.0,9,135.828354
10.0,10,135.855357
11.0,11,135.899355
9.0,9,135.924354
8.0,8,135.946354
10.0,10,135.972355
9.0,9,135.996356
9.0,9,136.021357
9.0,9,136.046355
8.0,8,136.068355
9.0,9,136.092355
9.0,9,136.116355
9.0,9,136.139354
10.0,10,136.166355
10.0,10,136.194357
10.0,10,136.227356
9.0,9,136.253355
8.0,8,136.277355
9.0,9,136.304355
10.0,10,136.332355
9.0,9,136.355355
10.0,10,136.382356
9.0,9,136.40836
10.0,10,136.436357
8.0,8,136.463357
9.0,9,136.489374
8.0,8,136.513355
10.0,10,136.542355
8.0,8,136.564355
8.0,8,136.586357
9.0,9,136.609354
10.0,10,136.635355
8.0,8,136.657354
9.0,9,136.683356
9.0,9,136.710355
9.0,9,136.735356
9.0,9,136.760357
9.0,9,136.784355
9.0,9,136.810357
9.0,9,136.836357
10.0,10,136.864355
9.0,9,136.891356
9.0,9,136.920357
8.0,8,136.943355
9.0,9,136.968355
10.0,10,136.995355
10.0,10,137.023355
10.0,10,137.050355
9.0,9,137.075356
10.0,10,137.104357
9.0,9,137.129356
9.0,9,137.154356
9.0,9,137.179354
10.0,10,137.207355
10.0,10,137.234356
9.0,9,137.258355
9.0,9,137.283356
10.0,10,137.319356
9.0,9,137.361356
8.0,8,137.387358
10.0,10,137.416355
9.0,9,137.442355
10.0,10,137.471356
10.0,10,137.500356
9.0,9,137.528355
9.0,9,137.556356
11.0,11,137.588356
10.0,10,137.619356
8.0,8,137.647354
9.0,9,137.677356
8.0,8,137.700355
9.0,9,137.725355
8.0,8,137.748355
9.0,9,137.774355
9.0,9,137.801356
9.0,9,137.828355
8.0,8,137.851357
9.0,9,137.876357
9.0,9,137.902355
10.0,10,137.931356
10.0,10,137.960356
9.0,9,137.986355
8.0,8,138.010356
9.0,9,138.037357
9.0,9,138.067355
9.0,9,138.092355
10.0,10,138.119355
10.0,10,138.146355
10.0,10,138.175354
10.0,10,138.202356
11.0,11,138.232355
10.0,10,138.260355
9.0,9,138.286355
9.0,9,138.312357
9.0,9,138.336354
9.0,9,138.361356
8.0,8,138.384355
10.0,10,138.412355
10.0,10,138.472357
10.0,10,138.502356
9.0,9,138.536355
10.0,10,138.566355
10.0,10,138.596356
9.0,9,138.625356
11.0,11,138.661356
9.0,9,138.688357
10.0,10,138.718359
10.0,10,138.748355
10.0,10,138.777355
8.0,8,138.800355
10.0,10,138.830355
9.0,9,138.857355
9.0,9,138.883355
9.0,9,138.910357
11.0,11,138.941356
10.0,10,138.969355
10.0,10,138.998355
9.0,9,139.024357
9.0,9,139.051356
9.0,9,139.078355
10.0,10,139.107357
9.0,9,139.133356
10.0,10,139.161355
9.0,9,139.188355
10.0,10,139.215355
10.0,10,139.245355
10.0,10,139.272356
8.0,8,139.295356
10.0,10,139.324357
9.0,9,139.351356
8.0,8,139.375355
10.0,10,139.404356
10.0,10,139.433356
8.0,8,139.458357
9.0,9,139.483356
9.0,9,139.509357
8.0,8,139.531356
9.0,9,139.557355
8.0,8,139.582355
10.0,10,139.617355
9.0,9,139.643355
11.0,11,139.674355
8.0,8,139.696355
8.0,8,139.719355
9.0,9,139.746356
10.0,10,139.775356
10.0,10,139.806356
10.0,10,139.833357
8.0,8,139.857355
9.0,9,139.882355
10.0,10,139.910355
10.0,10,139.938355
9.0,9,139.964356
9.0,9,139.991356
9.0,9,140.017356
8.0,8,140.040356
9.0,9,140.066355
9.0,9,140.093355
9.0,9,140.118356
9.0,9,140.144355
10.0,10,140.185358
9.0,9,140.215355
10.0,10,140.244355
10.0,10,140.273356
11.0,11,140.305357
10.0,10,140.332356
10.0,10,140.360356
10.0,10,140.388356
8.0,8,140.412355
8.0,8,140.437355
9.0,9,140.463356
10.0,10,140.491357
9.0,9,140.516354
9.0,9,140.542355
9.0,9,140.567355
10.0,10,140.594355
10.0,10,140.621357
10.0,10,140.649355
10.0,10,140.678355
10.0,10,140.706356
10.0,10,140.733355
9.0,9,140.756356
10.0,10,140.782355
10.0,10,140.809356
10.0,10,140.835355
9.0,9,140.864356
10.0,10,140.897355
8.0,8,140.920356
8.0,8,140.944355
10.0,10,140.971355
10.0,10,140.999356
9.0,9,141.025356
10.0,10,141.053357
9.0,9,141.080356
10.0,10,141.109355
8.0,8,141.134356
8.0,8,141.157354
8.0,8,141.181356
10.0,10,141.213355
9.0,9,141.241356
10.0,10,141.270355
9.0,9,141.296355
10.0,10,141.326355
8.0,8,141.351356
10.0,10,141.381356
10.0,10,141.432355
8.0,8,141.455355
9.0,9,141.480356
9.0,9,141.507355
9.0,9,141.557355
8.0,8,141.581356
9.0,9,141.609355
9.0,9,141.637355
9.0,9,141.665355
10.0,10,141.694356
9.0,9,141.720355
10.0,10,141.748355
10.0,10,141.776355
10.0,10,141.805355
10.0,10,141.833355
9.0,9,141.861356
10.0,10,141.893356
8.0,8,141.917356
9.0,9,141.945355
9.0,9,141.973354
10.0,10,142.000355
9.0,9,142.026355
9.0,9,142.052356
9.0,9,142.078354
10.0,10,142.105357
9.0,9,142.130355
9.0,9,142.153356
9.0,9,142.177355
9.0,9,142.201356
10.0,10,142.228355
9.0,9,142.252355
9.0,9,142.277355
9.0,9,142.302355
10.0,10,142.329355
9.0,9,142.353354
10.0,10,142.379355
9.0,9,142.403355
10.0,10,142.430355
9.0,9,142.455355
10.0,10,142.481357
10.0,10,142.509355
10.0,10,142.535354
9.0,9,142.560355
9.0,9,142.584355
8.0,8,142.606354
10.0,10,142.632355
8.0,8,142.653355
10.0,10,142.680355
9.0,9,142.705355
10.0,10,142.732355
10.0,10,142.759355
9.0,9,142.783355
8.0,8,142.804355
9.0,9,142.829355
9.0,9,142.852355
10.0,10,142.879355
10.0,10,142.905354
10.0,10,142.933357
8.0,8,142.955355
8.0,8,142.977355
10.0,10,143.003355
9.0,9,143.027355
10.0,10,143.053357
9.0,9,143.078355
10.0,10,143.106354
10.0,10,143.133358
8.0,8,143.155355
9.0,9,143.179355
9.0,9,143.205355
8.0,8,143.226355
10.0,10,143.253357
9.0,9,143.277355
9.0,9,143.300355
9.0,9,143.325355
10.0,10,143.351355
10.0,10,143.378355
9.0,9,143.402357
9.0,9,143.427354
9.0,9,143.452356
10.0,10,143.478355
9.0,9,143.502355
9.0,9,143.526355
10.0,10,143.552356
9.0,9,143.577354
9.0,9,143.601356
10.0,10,143.627356
9.0,9,143.652355
8.0,8,143.675355
8.0,8,143.697355
9.0,9,143.722355
9.0,9,143.746355
10.0,10,143.772355
9.0,9,143.796355
10.0,10,143.823354
10.0,10,143.850355
9.0,9,143.874355
9.0,9,143.899355
9.0,9,143.924355
9.0,9,143.949355
10.0,10,143.976355
10.0,10,144.002356
10.0,10,144.028354
9.0,9,144.052355
10.0,10,144.080355
10.0,10,144.107355
11.0,11,144.137355
10.0,10,144.163355
10.0,10,144.213355
10.0,10,144.240355
8.0,8,144.262356
9.0,9,144.287355
8.0,8,144.310355
9.0,9,144.334354
10.0,10,144.363355
8.0,8,144.386354
11.0,11,144.415357
8.0,8,144.437354
9.0,9,144.461356
9.0,9,144.486355
10.0,10,144.513356
10.0,10,144.540355
9.0,9,144.566355
8.0,8,144.589357
8.0,8,144.612356
10.0,10,144.641357
8.0,8,144.665355
9.0,9,144.691357
10.0,10,144.717355
9.0,9,144.742356
8.0,8,144.765355
9.0,9,144.789354
10.0,10,144.817355
9.0,9,144.841357
9.0,9,144.866355
10.0,10,144.892355
9.0,9,144.917354
9.0,9,144.941356
9.0,9,144.965355
9.0,9,144.992357
10.0,10,145.020356
9.0,9,145.046355
9.0,9,145.072355
9.0,9,145.097355
10.0,10,145.125355
9.0,9,145.150356
9.0,9,145.174355
9.0,9,145.200358
9.0,9,145.226356
8.0,8,145.250356
10.0,10,145.279356
10.0,10,145.306355
9.0,9,145.331357
8.0,8,145.353355
10.0,10,145.382355
10.0,10,145.409355
8.0,8,145.437355
10.0,10,145.467356
8.0,8,145.488355
10.0,10,145.516355
10.0,10,145.543355
10.0,10,145.569355
10.0,10,145.596355
10.0,10,145.622355
10.0,10,145.649355
11.0,11,145.679355
9.0,9,145.704354
10.0,10,145.732356
9.0,9,145.756355
10.0,10,145.784355
10.0,10,145.810355
8.0,8,145.831355
9.0,9,145.854355
10.0,10,145.880356
9.0,9,145.906354
8.0,8,145.929355
9.0,9,145.954355
9.0,9,145.980356
8.0,8,146.002355
11.0,11,146.032355
10.0,10,146.066355
8.0,8,146.088355
9.0,9,146.112355
11.0,11,146.144355
8.0,8,146.167355
9.0,9,146.195355
10.0,10,146.224355
9.0,9,146.248355
11.0,11,146.276355
8.0,8,146.298356
10.0,10,146.325355
9.0,9,146.349356
10.0,10,146.377355
11.0,11,146.409354
8.0,8,146.434356
10.0,10,146.461356
9.0,9,146.486355
10.0,10,146.514355
9.0,9,146.539355
10.0,10,146.567354
9.0,9,146.592356
9.0,9,146.616355
10.0,10,146.644356
11.0,11,146.679354
9.0,9,146.705354
10.0,10,146.732358
9.0,9,146.757355
9.0,9,146.782355
9.0,9,146.806355
8.0,8,146.829354
8.0,8,146.851356
10.0,10,146.879355
8.0,8,146.902357
10.0,10,146.930355
10.0,10,146.958354
11.0,11,147.012355
9.0,9,147.036356
10.0,10,147.063356
10.0,10,147.091355
10.0,10,147.119355
9.0,9,147.146354
10.0,10,147.173355
9.0,9,147.199355
9.0,9,147.223354
9.0,9,147.248355
9.0,9,147.272358
9.0,9,147.296354
9.0,9,147.320356
10.0,10,147.350356
9.0,9,147.376356
8.0,8,147.400356
9.0,9,147.424356
10.0,10,147.450355
10.0,10,147.477355
9.0,9,147.501357
10.0,10,147.528354
10.0,10,147.554354
9.0,9,147.578355
9.0,9,147.603355
9.0,9,147.628355
9.0,9,147.653355
10.0,10,147.679357
9.0,9,147.703355
9.0,9,147.729357
10.0,10,147.757357
10.0,10,147.784354
9.0,9,147.808355
10.0,10,147.835354
9.0,9,147.859355
9.0,9,147.886354
8.0,8,147.907355
9.0,9,147.931355
9.0,9,147.955355
8.0,8,147.976355
8.0,8,147.998355
8.0,8,148.020355
10.0,10,148.047355
10.0,10,148.074355
8.0,8,148.095354
10.0,10,148.122355
10.0,10,148.149354
9.0,9,148.172355
9.0,9,148.196355
10.0,10,148.222355
9.0,9,148.247355
10.0,10,148.274355
9.0,9,148.299355
9.0,9,148.323355
9.0,9,148.347358
9.0,9,148.372357
8.0,8,148.393355
10.0,10,148.420355
8.0,8,148.443356
10.0,10,148.473355
10.0,10,148.502356
10.0,10,148.530355
9.0,9,148.555355
9.0,9,148.579355
10.0,10,148.606355
10.0,10,148.633361
9.0,9,148.658355
10.0,10,148.686357
9.0,9,148.710355
9.0,9,148.734355
9.0,9,148.760355
8.0,8,148.781356
9.0,9,148.806355
9.0,9,148.829355
9.0,9,148.853354
10.0,10,148.880355
10.0,10,148.907354
10.0,10,148.934355
10.0,10,148.961356
9.0,9,148.986355
9.0,9,149.010356
9.0,9,149.034355
10.0,10,149.060355
10.0,10,149.086355
9.0,9,149.110355
8.0,8,149.133355
9.0,9,149.157355
10.0,10,149.184356
9.0,9,149.209355
9.0,9,149.232355
10.0,10,149.260355
10.0,10,149.286355
9.0,9,149.309355
9.0,9,149.333355
9.0,9,149.356355
9.0,9,149.382356
10.0,10,149.408356
10.0,10,149.435354
8.0,8,149.457354
9.0,9,149.481357
9.0,9,149.506355
9.0,9,149.529355
10.0,10,149.556356
8.0,8,149.577356
10.0,10,149.605354
9.0,9,149.630355
9.0,9,149.654355
10.0,10,149.681357
10.0,10,149.708355
8.0,8,149.753355
11.0,11,149.783355
9.0,9,149.807355
10.0,10,149.834356
9.0,9,149.858355
10.0,10,149.886355
10.0,10,149.913355
10.0,10,149.939354
10.0,10,149.966355
9.0,9,149.990355
9.0,9,150.015355
10.0,10,150.042355
8.0,8,150.064355
10.0,10,150.090355
9.0,9,150.114355
9.0,9,150.138355
10.0,10,150.165357
11.0,11,150.194355
8.0,8,150.215355
10.0,10,150.250356
10.0,10,150.286355
9.0,9,150.313354
8.0,8,150.335354
10.0,10,150.361355
11.0,11,150.391355
10.0,10,150.417355
10.0,10,150.445355
9.0,9,150.471356
10.0,10,150.499357
8.0,8,150.522355
8.0,8,150.544355
9.0,9,150.570355
10.0,10,150.598355
8.0,8,150.619355
9.0,9,150.644356
10.0,10,150.671356
10.0,10,150.699355
9.0,9,150.724355
9.0,9,150.750355
8.0,8,150.772355
9.0,9,150.797356
10.0,10,150.825355
9.0,9,150.849356
9.0,9,150.873356
10.0,10,150.899355
10.0,10,150.926355
10.0,10,150.955356
10.0,10,150.982355
9.0,9,151.006355
9.0,9,151.030357
10.0,10,151.057356
8.0,8,151.079355
9.0,9,151.103355
10.0,10,151.130355
10.0,10,151.157355
9.0,9,151.182356
9.0,9,151.208355
10.0,10,151.236355
9.0,9,151.260355
10.0,10,151.287355
8.0,8,151.308355
10.0,10,151.336355
9.0,9,151.361356
10.0,10,151.388355
9.0,9,151.415355
9.0,9,151.441358
10.0,10,151.469356
10.0,10,151.496355
9.0,9,151.521356
10.0,10,151.549355
9.0,9,151.573355
10.0,10,151.600355
10.0,10,151.626356
10.0,10,151.654356
10.0,10,151.682355
10.0,10,151.710355
9.0,9,151.736355
9.0,9,151.760356
8.0,8,151.782357
10.0,10,151.810355
9.0,9,151.836358
9.0,9,151.868357
9.0,9,151.893355
10.0,10,151.921355
10.0,10,151.948355
9.0,9,151.972356
10.0,10,152.000355
9.0,9,152.024355
9.0,9,152.048354
8.0,8,152.069354
8.0,8,152.091355
8.0,8,152.114355
10.0,10,152.140355
9.0,9,152.165356
11.0,11,152.194355
10.0,10,152.221356
10.0,10,152.247355
10.0,10,152.274355
11.0,11,152.303355
10.0,10,152.329354
11.0,11,152.364355
10.0,10,152.395354
9.0,9,152.419355
10.0,10,152.446356
10.0,10,152.472355
9.0,9,152.496355
10.0,10,152.549355
10.0,10,152.577355
9.0,9,152.603355
10.0,10,152.631357
9.0,9,152.656356
10.0,10,152.683355
9.0,9,152.708355
9.0,9,152.731356
9.0,9,152.756355
10.0,10,152.784356
9.0,9,152.809355
8.0,8,152.832356
9.0,9,152.857355
10.0,10,152.884355
8.0,8,152.906355
10.0,10,152.933355
10.0,10,152.960356
8.0,8,152.982355
10.0,10,153.009355
8.0,8,153.031358
9.0,9,153.057355
10.0,10,153.085355
9.0,9,153.110355
10.0,10,153.136355
10.0,10,153.163355
10.0,10,153.191356
9.0,9,153.215355
9.0,9,153.239355
9.0,9,153.265356
10.0,10,153.292356
9.0,9,153.318355
9.0,9,153.343355
10.0,10,153.371356
10.0,10,153.397355
10.0,10,153.425355
10.0,10,153.452355
10.0,10,153.480356
10.0,10,153.507355
8.0,8,153.530355
9.0,9,153.555355
10.0,10,153.582356
10.0,10,153.609355
10.0,10,153.636355
9.0,9,153.660356
9.0,9,153.684355
8.0,8,153.707355
10.0,10,153.735356
9.0,9,153.760355
9.0,9,153.786355
10.0,10,153.815355
10.0,10,153.842355
10.0,10,153.869355
10.0,10,153.895355
10.0,10,153.923357
11.0,11,153.954356
10.0,10,153.983355
9.0,9,154.008354
10.0,10,154.035355
9.0,9,154.059355
9.0,9,154.084355
10.0,10,154.113356
9.0,9,154.136355
10.0,10,154.164355
9.0,9,154.191356
9.0,9,154.216357
9.0,9,154.241356
8.0,8,154.263355
10.0,10,154.291356
9.0,9,154.315355
10.0,10,154.341356
9.0,9,154.366356
9.0,9,154.391356
9.0,9,154.416355
10.0,10,154.444355
8.0,8,154.467355
10.0,10,154.495355
9.0,9,154.519355
9.0,9,154.543355
10.0,10,154.570356
10.0,10,154.597355
10.0,10,154.626355
10.0,10,154.653355
10.0,10,154.680356
9.0,9,154.706356
9.0,9,154.730356
10.0,10,154.759356
9.0,9,154.785355
10.0,10,154.813355
10.0,10,154.839358
9.0,9,154.865355
10.0,10,154.894357
9.0,9,154.920355
8.0,8,154.942355
9.0,9,154.966356
10.0,10,154.993355
9.0,9,155.01836
9.0,9,155.042355
10.0,10,155.071357
10.0,10,155.099356
10.0,10,155.128355
11.0,11,155.160355
10.0,10,155.188356
9.0,9,155.212355
9.0,9,155.237355
8.0,8,155.259355
10.0,10,155.288354
9.0,9,155.341356
10.0,10,155.369355
8.0,8,155.390355
10.0,10,155.417354
10.0,10,155.445355
8.0,8,155.467355
9.0,9,155.491355
9.0,9,155.516355
10.0,10,155.543355
10.0,10,155.572356
10.0,10,155.600356
8.0,8,155.623355
9.0,9,155.648356
9.0,9,155.672355
9.0,9,155.697355
9.0,9,155.721356
10.0,10,155.748355
9.0,9,155.773355
10.0,10,155.801356
8.0,8,155.823357
8.0,8,155.845355
10.0,10,155.872355
9.0,9,155.896355
10.0,10,155.923355
9.0,9,155.948355
9.0,9,155.973355
10.0,10,156.000355
9.0,9,156.024355
10.0,10,156.052355
10.0,10,156.081357
10.0,10,156.108356
9.0,9,156.132355
10.0,10,156.159355
9.0,9,156.183355
10.0,10,156.212356
10.0,10,156.241357
9.0,9,156.265355
9.0,9,156.290355
9.0,9,156.315356
10.0,10,156.343355
9.0,9,156.367355
8.0,8,156.389355
10.0,10,156.416355
10.0,10,156.444355
10.0,10,156.472355
10.0,10,156.499355
9.0,9,156.524355
10.0,10,156.550355
9.0,9,156.575355
10.0,10,156.602356
10.0,10,156.629355
10.0,10,156.657355
10.0,10,156.685356
10.0,10,156.714355
10.0,10,156.742355
10.0,10,156.768355
9.0,9,156.792355
10.0,10,156.818355
10.0,10,156.845355
10.0,10,156.873355
9.0,9,156.897356
10.0,10,156.926355
10.0,10,156.954355
9.0,9,156.978356
9.0,9,157.003355
9.0,9,157.027356
9.0,9,157.050356
10.0,10,157.077355
10.0,10,157.104355
10.0,10,157.133355
9.0,9,157.158355
10.0,10,157.186356
10.0,10,157.213355
9.0,9,157.236356
9.0,9,157.262356
10.0,10,157.289355
8.0,8,157.311357
10.0,10,157.339355
9.0,9,157.364355
11.0,11,157.395355
9.0,9,157.420355
10.0,10,157.447355
10.0,10,157.475355
8.0,8,157.496355
9.0,9,157.521356
10.0,10,157.548355
9.0,9,157.573355
9.0,9,157.597355
8.0,8,157.620355
8.0,8,157.643355
9.0,9,157.667354
8.0,8,157.689355
10.0,10,157.715355
9.0,9,157.739355
10.0,10,157.767355
9.0,9,157.792355
10.0,10,157.819355
8.0,8,157.842355
8.0,8,157.864355
10.0,10,157.892355
9.0,9,157.916355
8.0,8,157.938355
10.0,10,157.966356
10.0,10,157.993356
9.0,9,158.018356
10.0,10,158.046355
10.0,10,158.098355
9.0,9,158.123355
10.0,10,158.150356
8.0,8,158.172356
10.0,10,158.199355
10.0,10,158.226356
8.0,8,158.249355
11.0,11,158.279355
9.0,9,158.305355
9.0,9,158.332356
9.0,9,158.357356
9.0,9,158.381357
9.0,9,158.405355
9.0,9,158.430355
8.0,8,158.452355
10.0,10,158.480355
10.0,10,158.509354
11.0,11,158.540355
9.0,9,158.565357
10.0,10,158.591356
10.0,10,158.618355
9.0,9,158.644355
9.0,9,158.668355
11.0,11,158.698355
10.0,10,158.725355
9.0,9,158.750355
9.0,9,158.775355
11.0,11,158.804355
11.0,11,158.833356
9.0,9,158.857355
9.0,9,158.880356
10.0,10,158.907355
8.0,8,158.928355
9.0,9,158.953354
10.0,10,158.980355
10.0,10,159.007356
9.0,9,159.031355
10.0,10,159.057354
8.0,8,159.079355
10.0,10,159.105354
10.0,10,159.132356
8.0,8,159.153355
10.0,10,159.180355
10.0,10,159.208356
9.0,9,159.233355
8.0,8,159.254355
9.0,9,159.278357
9.0,9,159.302355
10.0,10,159.329357
8.0,8,159.351356
9.0,9,159.375356
10.0,10,159.404356
10.0,10,159.432355
9.0,9,159.459355
10.0,10,159.486355
9.0,9,159.510355
9.0,9,159.535355
10.0,10,159.561356
10.0,10,159.589355
10.0,10,159.617355
9.0,9,159.644355
10.0,10,159.673356
10.0,10,159.701356
8.0,8,159.723354
9.0,9,159.747355
8.0,8,159.768356
10.0,10,159.794355
10.0,10,159.823355
9.0,9,159.848356
8.0,8,159.871356
9.0,9,159.895355
10.0,10,159.923355
10.0,10,159.948355
10.0,10,159.975357
10.0,10,160.001357
10.0,10,160.028355
10.0,10,160.054357
11.0,11,160.083355
10.0,10,160.111355
8.0,8,160.133356
9.0,9,160.157355
9.0,9,160.180356
9.0,9,160.205355
10.0,10,160.232355
10.0,10,160.258354
10.0,10,160.285355
10.0,10,160.314356
10.0,10,160.349355
8.0,8,160.376355
9.0,9,160.401357
8.0,8,160.423357
10.0,10,160.449354
8.0,8,160.472355
10.0,10,160.499355
10.0,10,160.525355
8.0,8,160.547355
8.0,8,160.569354
11.0,11,160.599355
10.0,10,160.628355
9.0,9,160.652356
10.0,10,160.678355
10.0,10,160.705355
10.0,10,160.731355
10.0,10,160.758355
9.0,9,160.782356
8.0,8,160.804355
10.0,10,160.854354
9.0,9,160.878356
10.0,10,160.906355
10.0,10,160.932356
10.0,10,160.958355
9.0,9,160.982356
10.0,10,161.008355
10.0,10,161.036356
9.0,9,161.061356
10.0,10,161.088354
10.0,10,161.114355
10.0,10,161.140355
9.0,9,161.165354
8.0,8,161.186355
8.0,8,161.207355
9.0,9,161.230355
9.0,9,161.255356
8.0,8,161.277354
11.0,11,161.307355
10.0,10,161.334355
10.0,10,161.362355
9.0,9,161.387354
10.0,10,161.416357
8.0,8,161.438355
8.0,8,161.461356
9.0,9,161.486354
9.0,9,161.511355
10.0,10,161.540355
10.0,10,161.568355
9.0,9,161.593355
9.0,9,161.618355
9.0,9,161.643354
10.0,10,161.673355
10.0,10,161.701357
9.0,9,161.727355
10.0,10,161.756354
10.0,10,161.784355
11.0,11,161.815356
8.0,8,161.837354
11.0,11,161.867357
10.0,10,161.894355
10.0,10,161.922355
11.0,11,161.953357
10.0,10,161.982357
9.0,9,162.007354
10.0,10,162.034356
9.0,9,162.060356
9.0,9,162.085359
10.0,10,162.112356
9.0,9,162.136355
9.0,9,162.161357
10.0,10,162.190357
10.0,10,162.218355
10.0,10,162.246355
9.0,9,162.271357
9.0,9,162.295356
10.0,10,162.322353
9.0,9,162.347355
11.0,11,162.377354
9.0,9,162.402356
10.0,10,162.431357
9.0,9,162.454355
9.0,9,162.479354
8.0,8,162.501357
10.0,10,162.527354
9.0,9,162.551355
8.0,8,162.573355
8.0,8,162.595355
10.0,10,162.621356
9.0,9,162.645355
9.0,9,162.670355
10.0,10,162.697356
10.0,10,162.725354
9.0,9,162.749355
9.0,9,162.773355
10.0,10,162.799355
9.0,9,162.823355
9.0,9,162.848355
8.0,8,162.869355
10.0,10,162.897355
8.0,8,162.919354
10.0,10,162.948355
9.0,9,162.973355
9.0,9,162.997354
9.0,9,163.021356
10.0,10,163.047354
10.0,10,163.073355
9.0,9,163.099355
9.0,9,163.123354
8.0,8,163.145355
8.0,8,163.166355
9.0,9,163.190355
9.0,9,163.214355
9.0,9,163.238355
10.0,10,163.264355
10.0,10,163.291355
10.0,10,163.318356
8.0,8,163.340355
10.0,10,163.368355
9.0,9,163.393355
10.0,10,163.419355
9.0,9,163.442355
10.0,10,163.469355
9.0,9,163.495355
10.0,10,163.525355
8.0,8,163.548356
10.0,10,163.577356
10.0,10,163.631355
11.0,11,163.660355
10.0,10,163.686354
9.0,9,163.710356
9.0,9,163.734355
9.0,9,163.759356
9.0,9,163.783355
9.0,9,163.808355
9.0,9,163.833358
9.0,9,163.857355
10.0,10,163.885355
10.0,10,163.913356
9.0,9,163.937357
9.0,9,163.964356
10.0,10,163.993356
9.0,9,164.019356
9.0,9,164.045355
9.0,9,164.070355
9.0,9,164.094355
10.0,10,164.121358
9.0,9,164.145355
9.0,9,164.169355
9.0,9,164.192356
9.0,9,164.216357
8.0,8,164.238355
11.0,11,164.269355
9.0,9,164.293355
10.0,10,164.320355
9.0,9,164.344355
9.0,9,164.368355
10.0,10,164.396354
10.0,10,164.423355
9.0,9,164.448355
10.0,10,164.475355
9.0,9,164.500355
10.0,10,164.529355
8.0,8,164.550357
9.0,9,164.575355
8.0,8,164.597355
8.0,8,164.618355
9.0,9,164.644355
9.0,9,164.668355
9.0,9,164.693354
9.0,9,164.719354
9.0,9,164.745355
10.0,10,164.773357
10.0,10,164.800355
9.0,9,164.825355
8.0,8,164.847355
9.0,9,164.872355
10.0,10,164.904355
8.0,8,164.927354
10.0,10,164.956359
10.0,10,164.987355
10.0,10,165.017354
9.0,9,165.045356
10.0,10,165.076356
9.0,9,165.104355
9.0,9,165.131356
10.0,10,165.161356
10.0,10,165.192355
9.0,9,165.218355
10.0,10,165.246355
9.0,9,165.271355
10.0,10,165.298355
9.0,9,165.323355
9.0,9,165.349355
9.0,9,165.374357
10.0,10,165.401357
8.0,8,165.424355
9.0,9,165.449355
10.0,10,165.476355
11.0,11,165.505355
11.0,11,165.537355
10.0,10,165.564356
9.0,9,165.589355
9.0,9,165.615356
8.0,8,165.637354
10.0,10,165.665355
8.0,8,165.686355
11.0,11,165.717354
9.0,9,165.742356
8.0,8,165.763355
9.0,9,165.787355
9.0,9,165.811357
10.0,10,165.838355
9.0,9,165.862355
10.0,10,165.889355
10.0,10,165.916355
10.0,10,165.944356
9.0,9,165.970355
9.0,9,165.996355
9.0,9,166.022357
10.0,10,166.051356
9.0,9,166.078356
10.0,10,166.108356
8.0,8,166.133355
9.0,9,166.158355
10.0,10,166.186355
10.0,10,166.213355
10.0,10,166.242357
9.0,9,166.268355
10.0,10,166.295355
10.0,10,166.323355
9.0,9,166.347355
10.0,10,166.377355
9.0,9,166.401357
10.0,10,166.454355
10.0,10,166.481356
9.0,9,166.505355
9.0,9,166.530355
10.0,10,166.558356
8.0,8,166.582356
8.0,8,166.605355
8.0,8,166.629356
9.0,9,166.656355
10.0,10,166.685357
9.0,9,166.710356
10.0,10,166.739356
8.0,8,166.763355
10.0,10,166.792356
10.0,10,166.821357
9.0,9,166.846355
